"tweet_id","username","name","first_name","last_name","full_text","view_count","bookmark_count","favorite_count","reply_count","retweet_count","quote_count","bookmarked","favorited","retweeted","user_mentions","url_mentions","is_quote_status","lang","location","bio","website","websites","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","can_dm","can_media_tag","profile_banner_url","profile_url","avatar_url","verified","is_blue_verified","user_created_at","created_at"
"1780423433702273065","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","शुभकामना 🙏 https://t.co/MS5qLFbAHs","4636",0,72,7,0,1,false,false,false,"","",false,"hi","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/17/2024, 8:14:59 AM"
"1778974250260377824","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","RT @BinodKChaudhary: नेपाल युवा विश्वकै उत्कृष्टमा पर्छन् । उनीहरूका लागि काम गर्ने वातावरण बनाऔँ । स्टार्ट अप फण्डहरूलाई एकिकृत गरि प्रभाव…",0,0,0,0,13,0,false,false,false,"BinodKChaudhary","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/13/2024, 8:16:27 AM"
"1778974181004067209","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","RT @Ajaya__Sunuwar: कोहि काकतालीमा अब्बल बन्न सक्दैन,भए पनि टिकिरहन सक्दैन।
@BinodKChaudhary https://t.co/ylOBEXK14Q",0,0,0,0,1,0,false,false,false,"Ajaya__Sunuwar; BinodKChaudhary","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/13/2024, 8:16:11 AM"
"1778805779392495837","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","सम्पूर्णमा हार्दिक शुभकामना 🙏 https://t.co/kslnMlRM4i","6298",0,174,13,3,1,false,false,false,"","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/12/2024, 9:07:01 PM"
"1778248805563142161","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","शुभकामना 🙏 https://t.co/KkO97TQbAX","2713",0,42,2,1,0,false,false,false,"","",false,"hi","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/11/2024, 8:13:48 AM"
"1777173573846909062","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","🙏 https://t.co/eyP5I0GFUU","5657",1,120,8,1,0,false,false,false,"","",false,"qme","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/8/2024, 9:01:12 AM"
"1775532143244186027","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","RT @BinodKChaudhary: मैले निर्वाचनका बेला पश्चिम नवलपरासीको बर्दघाटमा ट्रमा सेन्टर स्थापना गर्ने प्रण गरेको थिएँ । अब त्यसले सार्थकता पाउन…",0,0,0,0,15,0,false,false,false,"BinodKChaudhary","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/3/2024, 8:18:45 PM"
"1775532092681826381","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","RT @BinodKChaudhary: हामीले नेपालमा द्रुत गतिमा लगानी विस्तार गरिरहेका छौँ र त्यसबाट राष्ट्रिय अर्थतन्त्रमा अर्थपूर्ण योगदान पुग्नेछ भन्ने…",0,0,0,0,19,0,false,false,false,"BinodKChaudhary","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/3/2024, 8:18:33 PM"
"1775414805408710855","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","मैले निर्वाचनका बेला पश्चिम नवलपरासीको बर्दघाटमा ट्रमा सेन्टर स्थापना गर्ने प्रण गरेको थिएँ । अब त्यसले सार्थकता पाउन लागेको छ । शहरी विकास मन्त्रालय अन्तर्गतको सघन सहरी तथा भवन निर्माण योजना, चितवनले हिजो सो परियोजनाको ठेक्का आह्वान गरेसंगै ट्रमा सेन्टर निर्माण कार्य द्रुत गतिमा…","20804",1,160,24,15,5,false,false,false,"","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","4/3/2024, 12:32:29 PM"
"1774401682732138517","BinodKChaudhary","Binod Chaudhary","Binod","Chaudhary","मेरा आत्मीय मित्र, नबिल बैंक र सिबिफिनका अध्यक्ष उपेन्द्र पौडेलकि ममतामयी माता सोभना पौडेलको निधनको खबरले स्तब्ध भएको छु । स्वर्गीय माताप्रती हार्दिक श्रद्धाञ्जली अर्पण गर्दै बैकुण्ठबासको कामना गर्दछु । उपेन्न्द्रजीसहित शोकाकुल परिवारजनमा गहिरो समवेदना । https://t.co/zsyvC4uCO0","2039",0,15,4,0,0,false,false,false,"","",false,"ne","Nepal","Chairman, chaudhary group, nepal, CG Corp Global, Chaudhary Foundation | Member of Parliament, Nepal | Chairman Emeritus CNI, Nepal | Author—Philanthropist.","http://blog.binodchaudhary.com/","http://blog.binodchaudhary.com/",383435,415,1483,4956,754,128,0,383435,,,false,false,"https://pbs.twimg.com/profile_banners/420931744/1449913505","https://www.twitter.com/BinodKChaudhary","https://pbs.twimg.com/profile_images/927590536168407040/OqxqSYWf_normal.jpg",false,true,"11/25/2011, 2:23:42 PM","3/31/2024, 5:26:42 PM"
