"tweet_id","username","name","first_name","last_name","full_text","view_count","bookmark_count","favorite_count","reply_count","retweet_count","quote_count","bookmarked","favorited","retweeted","user_mentions","url_mentions","is_quote_status","lang","location","bio","website","websites","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","can_dm","can_media_tag","profile_banner_url","profile_url","avatar_url","verified","is_blue_verified","user_created_at","created_at"
"1779065216690761993","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","नयाँ वर्ष २०८१ सालको देश विदेशमा रहनुहुने सम्पूर्ण नेपालीहरुमा हार्दिक शुभकामना । https://t.co/wpoJmVGKA5","1232",0,31,3,5,0,false,false,false,"","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","4/13/2024, 2:17:55 PM"
"1778294297542148536","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","इस्लाम धर्मावलम्बीहरुको महान पर्व ईद -उल फित्र (ईद)को अवसरमा सबैमा हार्दिक शुभकामना व्यक्त गर्दछु। https://t.co/HvF15Zoz5O","482",0,15,1,1,0,false,false,false,"","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","4/11/2024, 11:14:34 AM"
"1777996951436624164","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @revoltjagan: कांग्रेसलाई संसदीय अभ्यासकाे पाठ नपढाउन @PMSinghNC ले सुझाव दिनुभएछ-
https://t.co/nzZJbSoyRY",0,0,0,0,4,0,false,false,false,"revoltjagan; PMSinghNC","https://hulakpost.com/2024/04/10/37085/",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","4/10/2024, 3:33:01 PM"
"1777287987027746898","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @12khari: प्रतिबन्धित कांग्रेसले जब राष्ट्रिय सम्मेलन गर्ने निर्णय लियो । सरकारले सार्वजनिक ठाउँमा कतै पनि कार्यक्रम गर्न दिएन ।
त्यसपछि…",0,0,0,0,8,0,false,false,false,"12khari","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","4/8/2024, 4:35:51 PM"
"1777287851295830349","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @uplamichane: जित काे शुभकामना।  ईलाम डम्बर खडका  जिताउने काम @Sirjana_Singh @PMSinghNC https://t.co/G6p2sdesbH",0,0,0,0,7,0,false,false,false,"uplamichane; Sirjana_Singh; PMSinghNC","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","4/8/2024, 4:35:18 PM"
"1774155753013579876","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @PMS_Secretariat: गणेशमान सिंह फाउन्डेसन द्वारा आयोजित ६ औ वीर गणेशमान सिंह राष्ट्रिय बक्सिङ प्रतियोगिता (चैत्र १३-१७ सम्म) समापन कार्य…",0,0,0,0,3,0,false,false,false,"PMS_Secretariat","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","3/31/2024, 1:09:28 AM"
"1774155740904665177","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @PMS_Secretariat: आज बानेश्वर महादेवस्थान परिसरमा थपना गरिएको संकटा तथा महांकालको विशेष होम तथा प्राणप्रतिस्थापन कार्यक्रम ।
काठमाडौँ…",0,0,0,0,1,0,false,false,false,"PMS_Secretariat","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","3/31/2024, 1:09:25 AM"
"1771731442063614176","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","फागु पुर्णिमा हार्दिक शुभकामना । https://t.co/Vq83agfDOJ","879",0,26,1,5,0,false,false,false,"","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","3/24/2024, 8:36:07 AM"
"1767092920044372011","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","ग्याल्पो ल्होछारको हार्दिक शुभकामना।
जय नेपाल । https://t.co/ZhtAKiiqI9","272",0,8,0,0,0,false,false,false,"","",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","3/11/2024, 1:24:17 PM"
"1762524724666802530","PMSinghNC","Prakash Man Singh","Prakash","Man Singh","RT @ekantipur_com: गणेशमान सिंह राष्ट्रिय बक्सिङ चैतमा https://t.co/McqSgoEZnr",0,0,0,0,3,0,false,false,false,"ekantipur_com","https://ekantipur.com/sports/2024/02/27/ganeshman-singh-in-national-boxing-chait-31-04.html",false,"ne","Nepal","Official Twitter Handle of Prakash Man Singh. (Central Committee Member, Nepali Congress; Former Deputy Prime Minister of Nepal; Philanthropist)","http://prakashmansingh.com/","http://prakashmansingh.com/",23636,104,411,1257,194,41,0,23636,,,false,false,"https://pbs.twimg.com/profile_banners/909700111285886976/1665641252","https://www.twitter.com/PMSinghNC","https://pbs.twimg.com/profile_images/1579782167999434752/m8CKhgGC_normal.jpg",false,false,"9/18/2017, 2:31:22 PM","2/27/2024, 10:51:55 PM"
